latitude,longitude,description,"location_description","primary_type"
"41.871961392","-87.697063172","AGGRAVATED: HANDGUN","RESIDENCE PORCH/HALLWAY",ASSAULT
"41.881921503","-87.736128367","DOMESTIC BATTERY SIMPLE",STREET,BATTERY
"41.882477553","-87.637028112","OVER $500",STREET,THEFT
"41.77540242","-87.653178232","FINANCIAL IDENTITY THEFT OVER $ 300",RESIDENCE,"DECEPTIVE PRACTICE"
"42.012002716","-87.785037598","FORCIBLE ENTRY",RESIDENCE,BURGLARY
"41.774237155","-87.587887355","FORCIBLE ENTRY",APARTMENT,BURGLARY
"41.736148121","-87.629070243","RETAIL THEFT","DEPARTMENT STORE",THEFT
"41.940060326","-87.643495765","FINANCIAL IDENTITY THEFT OVER $ 300",,"DECEPTIVE PRACTICE"
"41.702831086","-87.625779266","OVER $500",RESIDENCE,THEFT
"41.738503031","-87.585680998",SIMPLE,"GAS STATION",BATTERY
"41.856408765","-87.732559225","OVER $500","RESIDENTIAL YARD (FRONT/BACK)",THEFT
"41.92516291","-87.667361588","TO PROPERTY",APARTMENT,"CRIMINAL DAMAGE"
"41.881921503","-87.736128367","TO PROPERTY",RESIDENCE,"CRIMINAL DAMAGE"
"41.932577703","-87.65748297",SIMPLE,STREET,ASSAULT
"41.906765676","-87.732550205","TO STATE SUP LAND","SCHOOL, PUBLIC, BUILDING","CRIMINAL TRESPASS"
"41.778754713","-87.617297398","PRO EMP HANDS NO/MIN INJURY","SCHOOL, PUBLIC, BUILDING",BATTERY
"41.909407901","-87.763135333","ARMED: HANDGUN","SMALL RETAIL STORE",ROBBERY
"41.89717836","-87.677088534",SIMPLE,OTHER,ASSAULT
"41.801776261","-87.602873173","FINANCIAL IDENTITY THEFT OVER $ 300",RESIDENCE,"DECEPTIVE PRACTICE"
"41.925174426","-87.666508943","$500 AND UNDER","PARKING LOT/GARAGE(NON.RESID.)",THEFT
"41.82930082","-87.683641955","FRAUD OR CONFIDENCE GAME",STREET,"DECEPTIVE PRACTICE"
"41.774305285","-87.611884483","DOMESTIC BATTERY SIMPLE",APARTMENT,BATTERY
"41.76322093","-87.655110282","FORCIBLE ENTRY",RESIDENCE,BURGLARY
"41.738755401","-87.594574309","TELEPHONE THREAT",RESIDENCE,"OTHER OFFENSE"
"41.907854177","-87.630382253",SIMPLE,OTHER,STALKING
"41.680944047","-87.537118099","RETAIL THEFT","SMALL RETAIL STORE",THEFT
"41.790894592","-87.604940233",SIMPLE,"HOSPITAL BUILDING/GROUNDS",BATTERY
"41.790617394","-87.71444666","UNLAWFUL ENTRY",RESIDENCE,BURGLARY
"41.885874977","-87.676153912","TO PROPERTY","PARKING LOT/GARAGE(NON.RESID.)","CRIMINAL DAMAGE"
"41.9028187","-87.70824361","$500 AND UNDER",RESIDENCE,THEFT
"42.006470757","-87.678777512","VIOLATE ORDER OF PROTECTION",APARTMENT,"OTHER OFFENSE"
"41.941572551","-87.719921272","FORCIBLE ENTRY","RESIDENCE-GARAGE",BURGLARY
"41.96938944","-87.700488807","PRO EMP HANDS NO/MIN INJURY","SCHOOL, PRIVATE, BUILDING",BATTERY
"41.916054202","-87.705237607","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.939604395","-87.743915473","AGGRAVATED: HANDGUN",ALLEY,ASSAULT
"41.755201817","-87.645372621","MANU/DEL:CANNABIS OVER 10 GMS","SCHOOL, PUBLIC, BUILDING",NARCOTICS
"41.827373751","-87.682568055","ATTEMPT THEFT","SMALL RETAIL STORE",THEFT
"41.813237849","-87.600952846","AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON",STREET,BATTERY
"41.89913122","-87.667375015","DOMESTIC BATTERY SIMPLE","SCHOOL, PUBLIC, BUILDING",BATTERY
"41.945238279","-87.712670479",SIMPLE,OTHER,BATTERY
"41.883210844","-87.634412841","OVER $500","COMMERCIAL / BUSINESS OFFICE",THEFT
"41.939651721","-87.671992682","TO PROPERTY","RESIDENCE PORCH/HALLWAY","CRIMINAL DAMAGE"
"41.795858295","-87.619252404","$500 AND UNDER","CTA GARAGE / OTHER PROPERTY",THEFT
"41.936225037","-87.65706223","UNLAWFUL ENTRY",APARTMENT,BURGLARY
"41.730094592","-87.549461987","DOMESTIC BATTERY SIMPLE",STREET,BATTERY
"41.742163188","-87.722500772",SIMPLE,"NURSING HOME/RETIREMENT HOME",BATTERY
"41.679413382","-87.641959693","NON-AGGRAVATED",ALLEY,"CRIM SEXUAL ASSAULT"
"41.919691781","-87.692099161","$500 AND UNDER",STREET,THEFT
"41.861642002","-87.7299295","$500 AND UNDER","VEHICLE NON-COMMERCIAL",THEFT
"41.772074324","-87.674017498","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.812668153","-87.723764525","TO PROPERTY","SMALL RETAIL STORE","CRIMINAL DAMAGE"
"41.77853471","-87.661753582","FINANCIAL IDENTITY THEFT OVER $ 300",RESIDENCE,"DECEPTIVE PRACTICE"
"41.847326411","-87.723406263","FROM BUILDING",APARTMENT,THEFT
"41.689795026","-87.6288255","TO PROPERTY",RESIDENCE,"CRIMINAL DAMAGE"
"41.899705138","-87.723771282","FINANCIAL IDENTITY THEFT OVER $ 300",APARTMENT,"DECEPTIVE PRACTICE"
"41.975229617","-87.756855725","TO VEHICLE",RESIDENCE,"CRIMINAL DAMAGE"
"41.720828315","-87.626219232","UNLAWFUL ENTRY","RESIDENCE-GARAGE",BURGLARY
"41.743138064","-87.658832042","TO PROPERTY",APARTMENT,"CRIMINAL DAMAGE"
"41.768432735","-87.623376304","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)",THEFT
"41.887620806","-87.618800643","TO VEHICLE","PARKING LOT/GARAGE(NON.RESID.)","CRIMINAL DAMAGE"
"41.73365047","-87.557845321","PRO EMP HANDS NO/MIN INJURY","SCHOOL, PUBLIC, BUILDING",ASSAULT
"41.792988935","-87.616794286","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.757614433","-87.586115266","RETAIL THEFT","GROCERY FOOD STORE",THEFT
"41.686337893","-87.63614504","OVER $500",STREET,THEFT
"41.912359831","-87.723963176",AUTOMOBILE,STREET,"MOTOR VEHICLE THEFT"
"41.896252678","-87.709931118","CHILD ABUSE",RESIDENCE,"OFFENSE INVOLVING CHILDREN"
"41.761601636","-87.700287823","TO RESIDENCE",RESIDENCE,"CRIMINAL TRESPASS"
"42.022526311","-87.672437356","HARASSMENT BY ELECTRONIC MEANS",RESIDENCE,"OTHER OFFENSE"
"41.880717301","-87.72628358",AUTOMOBILE,STREET,"MOTOR VEHICLE THEFT"
"41.863637886","-87.694557541","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.794282844","-87.619214884","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.725945486","-87.649637521","FORCIBLE ENTRY",APARTMENT,BURGLARY
"41.847565598","-87.645749253","TO PROPERTY",RESTAURANT,"CRIMINAL DAMAGE"
"41.875743626","-87.755870658","VIOLATE ORDER OF PROTECTION",RESIDENCE,"OTHER OFFENSE"
"41.79612454","-87.619260451","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.97043926","-87.650011483","NON-AGGRAVATED","HOSPITAL BUILDING/GROUNDS","CRIM SEXUAL ASSAULT"
"41.873639713","-87.709860842",AUTOMOBILE,STREET,"MOTOR VEHICLE THEFT"
"42.022526311","-87.672437356","OTHER VEHICLE OFFENSE",RESIDENCE,"OTHER OFFENSE"
"42.012203083","-87.693820154","FROM BUILDING","NURSING HOME/RETIREMENT HOME",THEFT
"41.969639945","-87.697154756","FORCIBLE ENTRY","RESIDENCE-GARAGE",BURGLARY
"41.963618067","-87.682275483","TO PROPERTY",RESIDENCE,"CRIMINAL DAMAGE"
"41.79568265","-87.619250687","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.851271326","-87.700336748",SIMPLE,STREET,ASSAULT
"41.749479041","-87.603418719","TO PROPERTY",APARTMENT,"CRIMINAL DAMAGE"
"41.714724386","-87.674611268","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.917013726","-87.739086048","PURSE-SNATCHING",SIDEWALK,THEFT
"41.882801302","-87.633855451","AGGRAVATED: HANDGUN",OTHER,ASSAULT
"41.906335944","-87.764562311","DOMESTIC BATTERY SIMPLE",APARTMENT,BATTERY
"41.80462016","-87.684368169","$500 AND UNDER","CTA STATION",THEFT
"41.783087428","-87.665981271","FROM BUILDING",RESIDENCE,THEFT
"41.756756182","-87.666030562",SIMPLE,"CTA STATION",BATTERY
"41.779027565","-87.764207465","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.79880985","-87.670791229","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.760390399","-87.689245306",AUTOMOBILE,STREET,"MOTOR VEHICLE THEFT"
"41.755368956","-87.634416245","TO PROPERTY",APARTMENT,"CRIMINAL DAMAGE"
"41.9886388","-87.782777334","$500 AND UNDER",STREET,THEFT
"41.693722379","-87.642421606","TO PROPERTY","MEDICAL/DENTAL OFFICE","CRIMINAL DAMAGE"
"41.98869917","-87.782776814","$500 AND UNDER",STREET,THEFT
"41.961867922","-87.648430138","$500 AND UNDER",RESIDENCE,THEFT
"41.9886388","-87.782777334","AGGRAVATED: HANDGUN",STREET,ASSAULT
"41.747780077","-87.669436269","DOMESTIC BATTERY SIMPLE",APARTMENT,BATTERY
"41.671664574","-87.645362433","DOMESTIC BATTERY SIMPLE","VEHICLE NON-COMMERCIAL",BATTERY
"41.759369997","-87.630791935","TO VEHICLE",STREET,"CRIMINAL TRESPASS"
"41.827318885","-87.607033458","OVER $500",APARTMENT,THEFT
"41.880180784","-87.694657201","TO PROPERTY","RESIDENCE PORCH/HALLWAY","CRIMINAL DAMAGE"
"41.821006294","-87.623148056",AUTOMOBILE,STREET,"MOTOR VEHICLE THEFT"
"41.752862529","-87.56262025","AGGRAVATED OF A CHILD",STREET,BATTERY
"41.861648184","-87.723824504","$500 AND UNDER",APARTMENT,THEFT
"41.85514757","-87.627138557","TO VEHICLE","PARKING LOT/GARAGE(NON.RESID.)","CRIMINAL DAMAGE"
"41.87799992","-87.643098749","RETAIL THEFT","SMALL RETAIL STORE",THEFT
"41.751732067","-87.565928387","TO PROPERTY",RESTAURANT,"CRIMINAL DAMAGE"
"41.816180724","-87.616777947","STRONGARM - NO WEAPON",SIDEWALK,ROBBERY
"41.880417533","-87.751609318","TO PROPERTY","DRIVEWAY - RESIDENTIAL","CRIMINAL DAMAGE"
"41.794555987","-87.630576503","OVER $500","CTA PLATFORM",THEFT
"41.998398704","-87.76341214","FORCIBLE ENTRY","SMALL RETAIL STORE",BURGLARY
"41.898209188","-87.713963553","TO VEHICLE","VEHICLE NON-COMMERCIAL","CRIMINAL DAMAGE"
"41.856089054","-87.712688934","TO RESIDENCE","RESIDENCE-GARAGE","CRIMINAL TRESPASS"
"41.892942019","-87.63262828","FORCIBLE ENTRY","CONSTRUCTION SITE",BURGLARY
"41.823192046","-87.621586662","AGGRAVATED:KNIFE/CUTTING INSTR",STREET,BATTERY
"41.758866805","-87.577036792","RECKLESS CONDUCT",STREET,"PUBLIC PEACE VIOLATION"
"41.77268594","-87.605758495",SIMPLE,"GAS STATION",BATTERY
"41.908201149","-87.732595525","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)",THEFT
"41.722780601","-87.620618904","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.967926722","-87.662772235","TO PROPERTY",APARTMENT,"CRIMINAL DAMAGE"
"41.753456883","-87.660274255","DOMESTIC BATTERY SIMPLE","VEHICLE NON-COMMERCIAL",BATTERY
"41.751138103","-87.668313244",SIMPLE,APARTMENT,BATTERY
"41.871371147","-87.627514417","RETAIL THEFT","ATHLETIC CLUB",THEFT
"41.942853341","-87.718240231","TO PROPERTY",RESIDENCE,"CRIMINAL DAMAGE"
"41.968224159","-87.729722663","DOMESTIC BATTERY SIMPLE",STREET,BATTERY
"41.775119261","-87.647095508","FALSE POLICE REPORT",APARTMENT,"PUBLIC PEACE VIOLATION"
"41.937903903","-87.818281073",SIMPLE,SIDEWALK,BATTERY
"41.832384884","-87.623286482","AGG: HANDS/FIST/FEET SERIOUS INJURY","NURSING HOME/RETIREMENT HOME",BATTERY
"41.708606993","-87.615018328","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.816539134","-87.685928007","TO VEHICLE","RESIDENCE-GARAGE","CRIMINAL DAMAGE"
"41.722308345","-87.64810095","$500 AND UNDER",STREET,THEFT
"41.891616927","-87.631790685","STRONGARM - NO WEAPON",RESIDENCE,ROBBERY
"41.917396919","-87.707392238","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.74951725","-87.599508123","ARMED: HANDGUN",STREET,ROBBERY
"41.689770872","-87.630707642","TO PROPERTY","RESIDENTIAL YARD (FRONT/BACK)","CRIMINAL DAMAGE"
"41.87943553","-87.677820911","AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST","PARKING LOT/GARAGE(NON.RESID.)",BATTERY
"41.73624889","-87.568424642",SIMPLE,STREET,ASSAULT
"41.939368182","-87.702061127","STRONGARM - NO WEAPON",SIDEWALK,ROBBERY
"41.807149042","-87.743139483","STRONGARM - NO WEAPON",STREET,ROBBERY
"41.764469748","-87.646820459","TO PROPERTY",RESIDENCE,"CRIMINAL DAMAGE"
"41.65315377","-87.604803647","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.883243097","-87.735910412","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.947763579","-87.649500126",AUTOMOBILE,STREET,"MOTOR VEHICLE THEFT"
"41.880932187","-87.70954025","DOMESTIC BATTERY SIMPLE",APARTMENT,BATTERY
"41.682447254","-87.648146964","FORCIBLE ENTRY",RESIDENCE,BURGLARY
"41.890085114","-87.705168879","OVER $500",STREET,THEFT
"41.85526849","-87.65169399","$500 AND UNDER",RESIDENCE,THEFT
"41.908489244","-87.630121799","UNLAWFUL ENTRY",APARTMENT,BURGLARY
"41.840565492","-87.626840187","DOMESTIC BATTERY SIMPLE","CHA APARTMENT",BATTERY
"41.885598628","-87.651349647","FORCIBLE ENTRY",OTHER,BURGLARY
"41.862835644","-87.621147166","TO LAND",RESIDENCE,"CRIMINAL TRESPASS"
"41.684789786","-87.6633151",SIMPLE,"PARKING LOT/GARAGE(NON.RESID.)",BATTERY
"41.752910549","-87.549034184","DOMESTIC BATTERY SIMPLE",APARTMENT,BATTERY
"41.758075796","-87.560036276","DOMESTIC BATTERY SIMPLE",APARTMENT,BATTERY
"41.759144852","-87.635727727","HOME INVASION",APARTMENT,BURGLARY
"41.783319361","-87.597890858",SIMPLE,APARTMENT,BATTERY
"41.770719754","-87.58378935","DOMESTIC BATTERY SIMPLE",STREET,BATTERY
"41.86625461","-87.718967674","THEFT OF LABOR/SERVICES",TAXICAB,"DECEPTIVE PRACTICE"
"41.883025524","-87.764952706","TELEPHONE THREAT",APARTMENT,"OTHER OFFENSE"
"41.762034341","-87.570075766","DOMESTIC BATTERY SIMPLE",APARTMENT,BATTERY
"41.736148121","-87.629070243","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.763208942","-87.655869149","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.675365264","-87.617273188","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.940413088","-87.684228072","ARMED: HANDGUN",SIDEWALK,ROBBERY
"41.877369643","-87.701415852","DOMESTIC BATTERY SIMPLE","HOTEL/MOTEL",BATTERY
"41.750690464","-87.602741685",SIMPLE,APARTMENT,ASSAULT
"41.688420831","-87.703147563","TO VEHICLE",STREET,"CRIMINAL TRESPASS"
"41.671438568","-87.642912503","TO PROPERTY",RESIDENCE,"CRIMINAL DAMAGE"
"41.970705184","-87.752108682","$500 AND UNDER",STREET,THEFT
"41.897308538","-87.628216937","FALSE/STOLEN/ALTERED TRP",STREET,"OTHER OFFENSE"
"41.829651528","-87.614451899","PRO EMP HANDS NO/MIN INJURY",SIDEWALK,ASSAULT
"41.76946214","-87.6712216","TO PROPERTY",RESIDENCE,"CRIMINAL DAMAGE"
"41.722831976","-87.606910954","HARASSMENT BY ELECTRONIC MEANS",RESIDENCE,"OTHER OFFENSE"
"41.902727825","-87.774174547","UNLAWFUL POSS OTHER FIREARM",RESIDENCE,"WEAPONS VIOLATION"
"41.882810463","-87.704729696","HARASSMENT BY ELECTRONIC MEANS",RESIDENCE,"OTHER OFFENSE"
"41.877427291","-87.696946533","TO LAND",OTHER,"CRIMINAL TRESPASS"
"41.668240975","-87.631962944","TO LAND","RESIDENTIAL YARD (FRONT/BACK)","CRIMINAL TRESPASS"
"41.891603117","-87.745686519","DOMESTIC BATTERY SIMPLE","VEHICLE NON-COMMERCIAL",BATTERY
"41.941883041","-87.723601285","TELEPHONE THREAT",APARTMENT,"OTHER OFFENSE"
"41.943492079","-87.72119673","ATTEMPT FORCIBLE ENTRY","RESIDENCE-GARAGE",BURGLARY
"41.936145186","-87.66216072","ARMED: HANDGUN",SIDEWALK,ROBBERY
"41.727775345","-87.616222574","$500 AND UNDER",RESIDENCE,THEFT
"41.895239896","-87.745814792",AUTOMOBILE,"GAS STATION","MOTOR VEHICLE THEFT"
"41.807010517","-87.733351079","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.988664236","-87.781787644","$500 AND UNDER",STREET,THEFT
"41.76312366","-87.661441472","AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON",SIDEWALK,BATTERY
"41.906111588","-87.773072333","AGGRAVATED: HANDGUN",SIDEWALK,BATTERY
"41.936149234","-87.661914432","STRONGARM - NO WEAPON",STREET,ROBBERY
"41.736886394","-87.624170849","UNLAWFUL POSS OF HANDGUN","VEHICLE NON-COMMERCIAL","WEAPONS VIOLATION"
"41.924511443","-87.769659325","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.869201889","-87.670589881",SIMPLE,"HOSPITAL BUILDING/GROUNDS",BATTERY
"41.988664236","-87.781787644","OVER $500",STREET,THEFT
"41.79530477","-87.622482054","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.868062668","-87.632621013","TELEPHONE THREAT",OTHER,"OTHER OFFENSE"
"41.8032982","-87.653195042","CHILD ABUSE",APARTMENT,"OFFENSE INVOLVING CHILDREN"
"41.961292858","-87.691380729","FINANCIAL IDENTITY THEFT OVER $ 300",BANK,"DECEPTIVE PRACTICE"
"41.782492024","-87.653363635","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.905072","-87.725160255","TO PROPERTY","RESIDENTIAL YARD (FRONT/BACK)","CRIMINAL DAMAGE"
"41.760082856","-87.694126818","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.757288087","-87.629612497","UNLAWFUL POSS OF HANDGUN",STREET,"WEAPONS VIOLATION"
"41.893471454","-87.628112229","ARMED: HANDGUN",RESTAURANT,ROBBERY
"41.748666784","-87.624466303","ARMED: HANDGUN",STREET,ROBBERY
"41.895964779","-87.734734038","HARASSMENT BY ELECTRONIC MEANS",RESIDENCE,"OTHER OFFENSE"
"41.783537668","-87.725342155",SIMPLE,RESIDENCE,BATTERY
"41.893641349","-87.758005015","UNLAWFUL POSS OF HANDGUN",SIDEWALK,"WEAPONS VIOLATION"
"41.6769496","-87.633449741",AUTOMOBILE,STREET,"MOTOR VEHICLE THEFT"
"41.974011825","-87.68495717","TO PROPERTY",RESIDENCE,"CRIMINAL DAMAGE"
"41.877143487","-87.643974538","OVER $500",STREET,THEFT
"41.69905934","-87.617193487","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.749052851","-87.600271986","ATTEMPT THEFT",STREET,THEFT
"41.789846764","-87.654763689","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.794061805","-87.662676999",SIMPLE,APARTMENT,BATTERY
"41.872274452","-87.764581664",SIMPLE,"HOSPITAL BUILDING/GROUNDS",ASSAULT
"41.890446468","-87.76339214","DOMESTIC BATTERY SIMPLE",SIDEWALK,BATTERY
"41.905247049","-87.734974283","TO PROPERTY",RESIDENCE,"CRIMINAL DAMAGE"
"41.775510788","-87.648323149","$500 AND UNDER",STREET,THEFT
"41.882837304","-87.702118463",SIMPLE,APARTMENT,ASSAULT
"41.873699424","-87.704705156","POCKET-PICKING","CTA TRAIN",THEFT
"41.937665145","-87.695807701","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.780855651","-87.663038277","DOMESTIC BATTERY SIMPLE",STREET,BATTERY
"41.860282434","-87.666214437","TO PROPERTY",OTHER,"CRIMINAL DAMAGE"
"41.951627081","-87.808436021","$500 AND UNDER",STREET,THEFT
"41.803520976","-87.581925417","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.747719371","-87.557676026","CRIMINAL DEFACEMENT",STREET,"CRIMINAL DAMAGE"
"41.779090182","-87.599141734","TO VEHICLE","RESIDENTIAL YARD (FRONT/BACK)","CRIMINAL DAMAGE"
"41.840223636","-87.71712127","AGGRAVATED: OTHER DANG WEAPON",STREET,BATTERY
"41.923317752","-87.732857947","FORCIBLE ENTRY",RESIDENCE,BURGLARY
"41.756765393","-87.562690836","TELEPHONE THREAT",APARTMENT,"OTHER OFFENSE"
"41.716517432","-87.622731926","TO PROPERTY","CTA GARAGE / OTHER PROPERTY","CRIMINAL DAMAGE"
"41.93256018","-87.708658917","AGGRAVATED: OTHER DANG WEAPON",ALLEY,BATTERY
"41.885454828","-87.745456417","UNLAWFUL USE OTHER DANG WEAPON",STREET,"WEAPONS VIOLATION"
"41.895964779","-87.734734038","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.893830553","-87.631182474","RESIST/OBSTRUCT/DISARM OFFICER",STREET,"INTERFERENCE WITH PUBLIC OFFICER"
"41.795132427","-87.675552505",SIMPLE,ALLEY,BATTERY
"41.925136232","-87.700988803","TO PROPERTY","SMALL RETAIL STORE","CRIMINAL DAMAGE"
"41.768043233","-87.618538224",SIMPLE,APARTMENT,BATTERY
"41.741118203","-87.546612795","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.943066719","-87.772782006","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.874112944","-87.670865933","NON-AGGRAVATED",RESIDENCE,"CRIM SEXUAL ASSAULT"
"41.856109737","-87.657987678","OVER $500",STREET,THEFT
"41.890013771","-87.631705393","TO PROPERTY",RESTAURANT,"CRIMINAL DAMAGE"
"41.873699424","-87.704705156","OVER $500","PARKING LOT/GARAGE(NON.RESID.)",THEFT
"41.920502807","-87.680189634","ARMED: HANDGUN",SIDEWALK,ROBBERY
"41.683687372","-87.645336881","TO PROPERTY",RESIDENCE,"CRIMINAL DAMAGE"
"41.766735948","-87.620143612",SIMPLE,RESIDENCE,ASSAULT
"41.745757239","-87.66089335","DOMESTIC BATTERY SIMPLE",APARTMENT,BATTERY
"41.693136071","-87.653166867","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.790872026","-87.606143261","$500 AND UNDER",STREET,THEFT
"41.865514492","-87.704418218","TELEPHONE THREAT",APARTMENT,"OTHER OFFENSE"
"41.952754817","-87.804221117","TO PROPERTY",APARTMENT,"CRIMINAL DAMAGE"
"41.791099974","-87.70226388","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.891103111","-87.61482101","TO VEHICLE","PARKING LOT/GARAGE(NON.RESID.)","CRIMINAL DAMAGE"
"41.750120411","-87.618128758","TO PROPERTY",APARTMENT,"CRIMINAL DAMAGE"
"41.737418374","-87.548544881","POSS: CRACK",STREET,NARCOTICS
"41.918283544","-87.743729586","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.754008064","-87.662548061",SIMPLE,STREET,ASSAULT
"41.92460377","-87.767229569","TO VEHICLE","VEHICLE NON-COMMERCIAL","CRIMINAL DAMAGE"
"41.799092175","-87.697934882","$500 AND UNDER","VEHICLE NON-COMMERCIAL",THEFT
"41.88301997","-87.766605275","$500 AND UNDER",STREET,THEFT
"41.937649081","-87.686556898",SIMPLE,APARTMENT,ASSAULT
"41.814760055","-87.620887662","$500 AND UNDER",APARTMENT,THEFT
"41.888985375","-87.714904706","UNLAWFUL ENTRY",APARTMENT,BURGLARY
"41.997132724","-87.676452554","$500 AND UNDER","PARKING LOT/GARAGE(NON.RESID.)",THEFT
"41.748838927","-87.612437207","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.866494961","-87.772937417","TO PROPERTY",APARTMENT,"CRIMINAL DAMAGE"
"41.973366922","-87.760818427","$500 AND UNDER",STREET,THEFT
"41.993892087","-87.660388215","$500 AND UNDER","SMALL RETAIL STORE",THEFT
"41.707682918","-87.623532375","MANU/DEL:CANNABIS OVER 10 GMS",SIDEWALK,NARCOTICS
"41.879674276","-87.703816712","UNLAWFUL POSS OF HANDGUN","RESIDENCE PORCH/HALLWAY","WEAPONS VIOLATION"
"41.851761264","-87.705602716","TO PROPERTY","GAS STATION","CRIMINAL DAMAGE"
"41.778120407","-87.605880384","TO LAND","CHA PARKING LOT/GROUNDS","CRIMINAL TRESPASS"
"41.856050656","-87.66195267","HARASSMENT BY ELECTRONIC MEANS",APARTMENT,"OTHER OFFENSE"
"41.935459053","-87.767607691","AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY",RESIDENCE,BATTERY
"41.748838927","-87.612437207","DOMESTIC BATTERY SIMPLE","VEHICLE NON-COMMERCIAL",BATTERY
"41.857533855","-87.625603607","$500 AND UNDER","PARKING LOT/GARAGE(NON.RESID.)",THEFT
"41.710715578","-87.597385901","$500 AND UNDER",RESIDENCE,THEFT
"41.929544559","-87.759725773","AGG CRIM SEX ABUSE FAM MEMBER","VEHICLE NON-COMMERCIAL","OFFENSE INVOLVING CHILDREN"
"41.73680993","-87.593332557",AUTOMOBILE,STREET,"MOTOR VEHICLE THEFT"
"41.922982708","-87.694175402","TO PROPERTY","RESIDENTIAL YARD (FRONT/BACK)","CRIMINAL DAMAGE"
"41.871988552","-87.694540494","OVER $500",OTHER,THEFT
"41.947479568","-87.71152022",SIMPLE,RESIDENCE,ASSAULT
"41.989108962","-87.694489086","DOMESTIC BATTERY SIMPLE",STREET,BATTERY
"41.80570295","-87.618959703",SIMPLE,RESIDENCE,BATTERY
"41.93710846","-87.761539784","UNLAWFUL ENTRY",RESIDENCE,BURGLARY
"41.678237739","-87.68073427","TO LAND","SMALL RETAIL STORE","CRIMINAL TRESPASS"
"41.946812652","-87.656204131","FALSE POLICE REPORT",SIDEWALK,"PUBLIC PEACE VIOLATION"
"41.876619083","-87.758065916","TO PROPERTY",APARTMENT,"CRIMINAL DAMAGE"
"41.86866942","-87.74301085","SOLICIT ON PUBLIC WAY",STREET,PROSTITUTION
"41.773122117","-87.642633303","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.882931813","-87.692918534","$500 AND UNDER",STREET,THEFT
"41.901658074","-87.732440134","ENDANGERING LIFE/HEALTH CHILD",APARTMENT,"OFFENSE INVOLVING CHILDREN"
"41.882955536","-87.691269454","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.981099706","-87.838032833","$500 AND UNDER","PARKING LOT/GARAGE(NON.RESID.)",THEFT
"41.716362949","-87.564624143","$500 AND UNDER","AUTO / BOAT / RV DEALERSHIP",THEFT
"41.85514757","-87.627138557","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
